event_cause,veh_type,event_type,weekday_name,hour,weekday,month,is_peak_hour,is_night,is_weekend,is_heavy_vehicle,is_closure_prone_cause,has_junction,cause_closure_interaction,priority_high,requires_road_closure
vehicle_breakdown,ksrtc_bus,unplanned,Sunday,12,6,3,0,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,21,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,23,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,18,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,21,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Thursday,0,3,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,23,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Wednesday,22,2,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_car,unplanned,Wednesday,23,2,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Sunday,20,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Sunday,20,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,0,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Monday,1,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Monday,0,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Sunday,20,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Monday,1,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,0,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,4,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Thursday,3,3,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Monday,7,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,7,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,0,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Monday,6,0,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,5,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,5,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,7,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Monday,6,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_car,unplanned,Monday,9,0,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,6,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,5,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,1
vehicle_breakdown,heavy_vehicle,unplanned,Monday,19,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,6,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Monday,19,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Monday,19,0,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Monday,20,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Monday,20,0,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,4,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,4,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,6,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_car,unplanned,Thursday,6,3,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,6,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Monday,21,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Monday,21,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Thursday,5,3,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,22,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,7,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,7,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,6,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Monday,23,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Monday,22,0,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Thursday,6,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Thursday,6,3,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,ksrtc_bus,unplanned,Tuesday,1,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,23,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Monday,23,0,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Monday,23,0,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,22,0,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Monday,21,0,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,1,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,0,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,0,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Tuesday,2,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,2,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,20,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,21,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Tuesday,4,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,2,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,2,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,19,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_bus,unplanned,Tuesday,2,1,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Thursday,19,3,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,18,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Tuesday,3,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,1
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,5,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Tuesday,5,1,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,21,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,6,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,6,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,taxi,unplanned,Thursday,22,3,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Tuesday,6,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Tuesday,8,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,22,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,1
vehicle_breakdown,lcv,unplanned,Tuesday,8,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Tuesday,18,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,11,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Tuesday,7,1,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Tuesday,18,1,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,0,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,23,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,1
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,23,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,23,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Tuesday,20,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,20,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Tuesday,20,1,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,1,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,1,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Friday,4,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Tuesday,19,1,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Tuesday,18,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,21,1,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,3,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,truck,unplanned,Tuesday,22,1,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Friday,4,4,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,6,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_car,unplanned,Friday,5,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Friday,5,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,6,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,3,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,6,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Tuesday,21,1,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,22,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,22,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Tuesday,20,1,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_bus,unplanned,Friday,8,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,23,1,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,7,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,18,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Tuesday,22,1,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,truck,unplanned,Friday,21,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Friday,21,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,19,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,0,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,0,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,2,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Wednesday,2,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,3,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,19,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Friday,21,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Friday,22,4,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,6,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_car,unplanned,Friday,20,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Wednesday,3,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Wednesday,3,2,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Wednesday,4,2,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Friday,23,4,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,23,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,19,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,0,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,9,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,0,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_bus,unplanned,Wednesday,6,2,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,7,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,1
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,8,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,7,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Wednesday,5,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,10,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,1,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,18,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,0,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,1
vehicle_breakdown,truck,unplanned,Saturday,0,5,3,0,1,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,19,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,2,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,4,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,2,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Wednesday,20,2,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,2,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Saturday,5,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,5,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,truck,unplanned,Wednesday,19,2,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Saturday,5,5,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,23,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Wednesday,19,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,20,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Wednesday,20,2,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,0,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,23,2,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Wednesday,20,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Wednesday,19,2,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,20,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,20,2,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,5,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,0,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,0,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,taxi,unplanned,Thursday,0,3,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,4,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,1
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,2,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Saturday,6,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,4,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Thursday,5,3,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,7,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Saturday,5,5,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,9,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Saturday,19,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,19,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,19,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Saturday,19,5,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,21,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,21,5,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Saturday,23,5,3,0,1,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Sunday,0,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Saturday,22,5,3,0,1,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,23,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,0,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,ksrtc_bus,unplanned,Thursday,6,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Sunday,3,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,4,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,4,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Sunday,2,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,2,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Sunday,5,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Sunday,5,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,4,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Sunday,3,6,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,7,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,3,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,6,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,7,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Sunday,5,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,6,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_car,unplanned,Sunday,5,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Sunday,6,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Sunday,6,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Sunday,6,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,6,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Thursday,6,3,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Sunday,9,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Sunday,6,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,9,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,9,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Sunday,8,6,3,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_bus,unplanned,Sunday,10,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Sunday,20,6,3,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
