id,status,authenticated,latitude,longitude,event_type,event_cause,corridor,zone,veh_type,start_datetime,hour,weekday,weekday_name,month,month_name,is_peak_hour,priority,priority_high,requires_road_closure,closed_datetime,duration_minutes,duration_bucket,junction,police_station,has_cargo_data,has_truck_age,has_junction,is_authenticated,cargo_material,reason_breakdown,age_of_truck,address
FKID002695,closed,True,12.9423948,77.6225743,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 05:23:47.274000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-03-07 08:09:15.302892+00:00,165.4671482,Medium,unmapped,Adugodi,0,0,0,1,,,,"20th Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
FKID002696,closed,True,13.043501,77.5573519,unplanned,vehicle_breakdown,ORR North 2,Unknown,others,2024-03-07 05:01:06.014000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-07 05:10:28.930371+00:00,9.381939516666668,Fast,unmapped,Jalahalli,0,0,0,1,,,,"Kuvempu Underpass, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
FKID002697,closed,True,12.96854,77.5126404,unplanned,accident,Non-corridor,Unknown,N/A,2024-03-07 04:51:22.430000+00:00,4,3,Thursday,3,March,0,Low,0,0,,,,unmapped,Jnanabharathi,0,0,0,1,,,,"Dr Rajkumar Puniya Bhoomi Road, Block 10, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
FKID002698,closed,True,12.9992886,77.5838117,unplanned,tree_fall,Bellary Road 1,Unknown,N/A,2024-03-07 05:25:39.452000+00:00,5,3,Thursday,3,March,1,High,1,1,2024-03-07 21:36:51.099303+00:00,971.1941217166666,Medium,unmapped,Sadashivanagar,0,0,0,1,,,,"Palace Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)"
FKID002699,closed,True,12.9138731,77.5670625,unplanned,vehicle_breakdown,ORR West 1,Unknown,bmtc_bus,2024-03-23 07:01:09.209000+00:00,7,5,Saturday,3,March,1,High,1,0,2024-03-23 08:26:01.326473+00:00,84.86862455,Fast,unmapped,Banashankari,0,0,0,1,,,,"Subramanyapura Main Road, Teachers Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
FKID002700,closed,True,13.0531027,77.6459625,unplanned,construction,Non-corridor,Unknown,N/A,2024-03-07 05:23:52.922000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-03-09 23:18:02.071248+00:00,3954.1524874666666,Slow,unmapped,Hennuru,0,0,0,1,,,,"Narayanapur Cross Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
FKID002701,closed,True,12.9117601,77.5672079,unplanned,vehicle_breakdown,ORR West 1,Unknown,truck,2024-03-23 05:38:59.941000+00:00,5,5,Saturday,3,March,1,High,1,0,,,,unmapped,K.S. Layout,1,1,0,1,good carrid,brek down,5.0,"Dayanand Sagar College Road, Teachers Colony, Stage 1, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560078 (India)"
FKID002702,closed,True,13.0278723,77.5715932,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:25:24.564000+00:00,5,3,Thursday,3,March,1,Low,0,1,2024-03-07 06:29:06.041522+00:00,63.69129203333333,Fast,unmapped,Sadashivanagar,0,0,0,1,,,,"Shri Bala Anjaneya Swami Temple Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
FKID002703,closed,True,12.9707873,77.5762439,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-23 10:54:09.828000+00:00,10,5,Saturday,3,March,1,Low,0,0,2024-03-23 17:46:24.463617+00:00,412.24392695,Medium,unmapped,City Market,0,0,0,1,,,,"AS Char Main Road, Telagupet, Bengaluru, Karnataka. Pin-560002 (India)"
FKID002704,closed,True,13.0481768,77.6453207,unplanned,construction,Non-corridor,Unknown,N/A,2024-03-07 05:28:54.383000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-03-08 05:53:35.028692+00:00,1464.6774282000001,Slow,unmapped,Hennuru,0,0,0,1,,,,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)"
FKID002705,closed,True,12.9248733,77.6273117,unplanned,vehicle_breakdown,Non-corridor,Unknown,bmtc_bus,2024-03-23 09:05:56.400000+00:00,9,5,Saturday,3,March,1,Low,0,0,,,,unmapped,Adugodi,0,0,0,1,,,,"Sarjapur Marathahalli Road, Kudremukh Colony, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
FKID002706,active,True,12.973045,77.6986928,unplanned,water_logging,ORR East 2,Unknown,N/A,2024-03-07 05:33:38.737000+00:00,5,3,Thursday,3,March,1,High,1,0,,,,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)"
FKID002707,active,True,13.00701,77.59236,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:30:21.624000+00:00,5,3,Thursday,3,March,1,Low,0,0,,,,unmapped,Sadashivanagar,0,0,0,1,,,,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
FKID002708,closed,True,12.92490766,77.61830594,unplanned,others,Hosur Road,Unknown,N/A,2024-01-27 18:40:56.916000+00:00,18,5,Saturday,1,January,1,High,1,1,2024-01-27 20:33:01.303919+00:00,112.07313198333333,Medium,AyyappaTempleJunc,Madiwala,0,0,1,1,,,,"Domlur Inner Ring Road, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)"
FKID002709,closed,True,13.0457526,77.5056862,unplanned,vehicle_breakdown,Tumkur Road,Unknown,lcv,2024-03-23 19:14:38.140000+00:00,19,5,Saturday,3,March,1,High,1,0,2024-03-23 19:43:47.234201+00:00,29.151570016666668,Fast,unmapped,Peenya,0,0,0,1,,,,"Mumbai Bengaluru Highway, Nelakadirena Halli, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)"
FKID002710,closed,True,12.9594033,77.5556832,unplanned,vehicle_breakdown,Mysore Road,Unknown,heavy_vehicle,2024-03-23 19:24:24.897000+00:00,19,5,Saturday,3,March,1,High,1,0,2024-03-23 19:46:38.389383+00:00,22.22487305,Fast,unmapped,Chamarajpet,0,0,0,1,,,,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
FKID002711,closed,True,12.9960828,77.6680963,unplanned,vehicle_breakdown,ORR North 1,Unknown,heavy_vehicle,2024-03-23 19:20:00.045000+00:00,19,5,Saturday,3,March,1,High,1,0,2024-03-23 19:56:43.883971+00:00,36.730649516666666,Fast,unmapped,Banaswadi,0,0,0,1,,,,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)"
FKID002712,closed,True,13.0569168,77.593818,unplanned,accident,Bellary Road 1,Unknown,N/A,2024-03-23 19:14:40.689000+00:00,19,5,Saturday,3,March,1,High,1,0,2024-03-23 20:01:52.639638+00:00,47.199177299999995,Fast,unmapped,Hebbala,0,0,0,1,,,,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
FKID002713,closed,True,13.0128499,77.5545509,unplanned,pot_holes,West of Chord Road,Unknown,N/A,2024-03-23 19:28:16.874000+00:00,19,5,Saturday,3,March,1,High,1,0,2024-03-30 21:37:33.656356+00:00,10209.279705933333,Slow,unmapped,Malleshwaram,0,0,0,1,,,,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
FKID002714,closed,True,12.9559433,77.5458728,unplanned,vehicle_breakdown,Mysore Road,Unknown,truck,2024-03-23 19:54:04.832000+00:00,19,5,Saturday,3,March,1,High,1,0,,,,unmapped,Byatarayanapura,1,1,0,1,water bottles,power not supply to ignition / starting problem,1.0,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)"
FKID002715,closed,True,12.9974785,77.5455357,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:34:13.630000+00:00,5,3,Thursday,3,March,1,Low,0,1,2024-04-07 07:03:28.833042+00:00,44729.253384033334,Slow,unmapped,Vijayanagara,0,0,0,1,,,,"Padmabhushan Dr MC Modi Road, Indiranagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
FKID002716,active,True,12.9075316,77.6288928,unplanned,water_logging,Hosur Road,Unknown,N/A,2024-03-07 05:33:21.419000+00:00,5,3,Thursday,3,March,1,High,1,0,,,,unmapped,HSR Layout,0,0,0,1,,,,"Hosur Road, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
FKID002717,closed,True,13.0003793,77.757606,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 05:33:53.321000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-03-12 09:18:15.330532+00:00,7424.366825533333,Slow,unmapped,Mahadevapura,0,0,0,1,,,,"Whitefield Main Road, Golden Blossom Apartment, Belatur Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)"
FKID002718,closed,True,12.9247117,77.6180436,unplanned,water_logging,Hosur Road,Unknown,N/A,2024-03-07 05:34:47.033000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-19 20:09:39.851977+00:00,18154.880316283332,Slow,unmapped,Madiwala,0,0,0,1,,,,"Madiwala Underpass, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)"
FKID002719,active,True,12.9730347,77.6986979,unplanned,water_logging,ORR East 2,Unknown,N/A,2024-03-07 05:32:35.857000+00:00,5,3,Thursday,3,March,1,High,1,0,,,,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)"
FKID002720,closed,True,12.9688404,77.5683589,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:45:47.480000+00:00,5,3,Thursday,3,March,1,Low,0,1,2024-03-10 01:39:06.310785+00:00,4073.313846416667,Slow,unmapped,Chamarajpet,0,0,0,1,,,,"Binny Mill Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
FKID002721,closed,True,12.9250928,77.6088219,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 05:39:52.119000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-03-11 02:12:49.906471+00:00,5552.9631245166665,Slow,unmapped,Mico Layout,0,0,0,1,,,,"Thavarekere Main Road, Balaji Circle, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)"
FKID002722,closed,True,12.9572818,77.552223,unplanned,water_logging,Mysore Road,Unknown,N/A,2024-03-07 05:40:09.004000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-21 05:40:11.522994+00:00,20160.041983233335,Slow,unmapped,Chamarajpet,0,0,0,1,,,,"Ashwath Katte Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)"
FKID002723,active,True,13.0018141,77.5944199,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:36:19.126000+00:00,5,3,Thursday,3,March,1,Low,0,0,,,,unmapped,R.T. Nagar,0,0,0,1,,,,"Jayamahal Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)"
FKID002724,closed,True,12.9612972,77.5591971,unplanned,others,Mysore Road,Unknown,N/A,2024-03-07 05:40:59.347000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-31 22:19:39.142931+00:00,35558.66326551666,Slow,unmapped,Chamarajpet,0,0,0,1,,,,"BGS Flyover, Cobaley Colony, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)"
FKID002725,active,True,12.9170409,77.5812865,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:43:17.618000+00:00,5,3,Thursday,3,March,1,Low,0,0,,,,unmapped,Jayanagara,0,0,0,1,,,,"46th Cross Road, CR Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
FKID002726,closed,True,12.9510735,77.5954322,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:37:20.957000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-04-02 00:51:14.388907+00:00,37153.890531783334,Slow,unmapped,Wilson Garden,0,0,0,1,,,,"H Siddiah Road, NGO Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
FKID002727,active,True,12.9169873,77.5812147,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:37:32.497000+00:00,5,3,Thursday,3,March,1,Low,0,1,,,,unmapped,J.P. Nagar,0,0,0,1,,,,"46th Cross Road, CR Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
FKID002728,closed,True,12.9732417,77.5084717,unplanned,vehicle_breakdown,Non-corridor,Unknown,bmtc_bus,2024-03-23 21:27:10.965000+00:00,21,5,Saturday,3,March,1,Low,0,0,,,,unmapped,Jnanabharathi,0,0,0,1,,,,"Kengeri Main Road, Marilingappa Extension, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
FKID002729,closed,True,13.0039464,77.5937308,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:44:30.928000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-03-29 07:28:17.932852+00:00,31783.7834142,Slow,unmapped,R.T. Nagar,0,0,0,1,,,,"Jayamahal Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)"
FKID002730,active,True,12.9936017,77.5956095,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:39:54.173000+00:00,5,3,Thursday,3,March,1,Low,0,1,,,,unmapped,High ground,0,0,0,1,,,,"Dr MV Jayaraman Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID002731,closed,True,12.9624773,77.5947208,unplanned,tree_fall,Mysore Road,Unknown,N/A,2024-03-07 05:42:37.199000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-07 19:31:55.045654+00:00,829.2974442333333,Medium,unmapped,Halasuru Gate,0,0,0,1,,,,"Lal Bagh Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
FKID002732,active,True,12.9005383,77.6226733,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 05:47:04.115000+00:00,5,3,Thursday,3,March,1,Low,0,0,,,,unmapped,Madiwala,0,0,0,1,,,,"Kodichikkanahalli Main Road, Jwalamala Industrial Estate, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
FKID002733,closed,True,12.9074813,77.6282437,unplanned,water_logging,Hosur Road,Unknown,N/A,2024-03-07 05:44:33.318000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-09 05:11:35.535272+00:00,2847.0369545333333,Slow,unmapped,Madiwala,0,0,0,1,,,,"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
FKID002734,closed,True,12.9593768,77.5558983,unplanned,water_logging,Mysore Road,Unknown,N/A,2024-03-07 05:47:53.621000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-11 19:18:27.158330+00:00,6570.558955500001,Slow,unmapped,Chamarajpet,0,0,0,1,,,,"2nd Cross Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
FKID002735,closed,True,12.9754925,77.5748488,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 05:45:56.924000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-03-21 19:46:54.542779+00:00,21000.96031298333,Slow,unmapped,Upparpet,0,0,0,1,,,,"Kempegowda Road, Elite Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
FKID002736,closed,True,13.0471325,77.5008633,unplanned,accident,Non-corridor,Unknown,N/A,2024-03-23 21:41:55.873000+00:00,21,5,Saturday,3,March,1,Low,0,0,2024-03-23 21:50:54.678375+00:00,8.980089583333333,Fast,unmapped,Peenya,0,0,0,1,,,,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)"
FKID002737,active,True,12.9051504,77.601716,unplanned,water_logging,Bannerghata Road,Unknown,N/A,2024-03-07 05:45:59.897000+00:00,5,3,Thursday,3,March,1,High,1,1,,,,unmapped,J.P. Nagar,0,0,0,1,,,,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)"
FKID002738,active,True,12.9963631,77.5843187,unplanned,tree_fall,Bellary Road 1,Unknown,N/A,2024-03-07 05:47:13.527000+00:00,5,3,Thursday,3,March,1,High,1,1,,,,unmapped,Sheshadripuram,0,0,0,1,,,,"Anna Basavanna Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
FKID002739,closed,True,12.9182052,77.7368436,unplanned,congestion,Non-corridor,Unknown,N/A,2024-03-23 21:39:09.743000+00:00,21,5,Saturday,3,March,1,Low,0,0,,,,unmapped,Whitefield,0,0,0,1,,,,"Varthur Main Road, Sai Purvi Symphony, Gunjur, Bengaluru, Karnataka. Pin-560087 (India)"
FKID002740,closed,True,12.9059699,77.5760239,unplanned,water_logging,ORR West 1,Unknown,N/A,2024-03-07 06:00:48.319000+00:00,6,3,Thursday,3,March,1,High,1,0,2024-03-08 02:19:29.666945+00:00,1218.6891324166668,Medium,unmapped,J.P. Nagar,0,0,0,1,,,,"16th Cross Road, Rose Garden, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)"
FKID002741,closed,True,12.9845417,77.594795,unplanned,tree_fall,CBD 2,Unknown,N/A,2024-03-07 05:52:50.112000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-25 20:45:03.308001+00:00,26812.21993335,Slow,unmapped,Cubbon Park,0,0,0,1,,,,"Ali Asker Road, Income Tax Colony, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID002742,closed,True,12.9554789,77.5858619,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 05:53:28.543000+00:00,5,3,Thursday,3,March,1,Low,0,0,2024-04-11 04:54:39.893804+00:00,50341.18918006667,Slow,unmapped,Wilson Garden,0,0,0,1,,,,"Sri Kolada Mata Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)"
FKID002743,active,True,12.9937892,77.6625073,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 05:48:13.948000+00:00,5,3,Thursday,3,March,1,Low,0,0,,,,unmapped,Banaswadi,0,0,0,1,,,,"Old Madras Road, Gopalan Signature Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)"
FKID002744,active,True,12.9218428,77.5860624,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 05:55:00.934000+00:00,5,3,Thursday,3,March,1,Low,0,0,,,,unmapped,Jayanagara,0,0,0,1,,,,"38th Cross Road, Block 4T East, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
FKID002745,closed,True,12.9634816,77.641566,unplanned,water_logging,Old Airport Road,Unknown,N/A,2024-03-07 05:58:08.517000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-07 07:31:33.036218+00:00,93.40865363333334,Medium,unmapped,Jeevanbheemanagar,0,0,0,1,,,,"Domlur Inner Ring Road, Stage 2, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
FKID002746,active,True,12.928177,77.6004085,unplanned,water_logging,Bannerghata Road,Unknown,N/A,2024-03-07 05:48:30.551000+00:00,5,3,Thursday,3,March,1,High,1,0,,,,unmapped,Jayanagara,0,0,0,1,,,,"Bannerghatta Main Road, Sagar Apollo Junction, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)"
FKID002747,active,True,12.961439,77.6310369,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 05:48:47.195000+00:00,5,3,Thursday,3,March,1,Low,0,0,,,,unmapped,Ashok Nagar,0,0,0,1,,,,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
FKID002748,closed,True,12.9849591,77.6915765,unplanned,water_logging,ORR East 2,Unknown,N/A,2024-03-07 05:57:33.556000+00:00,5,3,Thursday,3,March,1,High,1,0,2024-03-07 06:28:14.308495+00:00,30.67920825,Fast,unmapped,Mahadevapura,0,0,0,1,,,,"Outer Ring Road, Chinappa Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)"
FKID002749,closed,True,12.9675007,77.5743111,unplanned,water_logging,Mysore Road,Unknown,N/A,2024-03-07 05:56:34.697000+00:00,5,3,Thursday,3,March,1,High,1,1,2024-03-07 08:54:08.502553+00:00,177.56342588333334,Medium,unmapped,Chamarajpet,0,0,0,1,,,,"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)"
FKID002750,active,True,12.9743412,77.5512675,unplanned,others,West of Chord Road,Unknown,N/A,2024-03-07 06:00:19.079000+00:00,6,3,Thursday,3,March,1,High,1,1,,,,unmapped,Magadi Road,0,0,0,1,,,,"G Narayana Kumar Road, Police Quarters, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)"
FKID002751,closed,True,12.9867716,77.5190005,unplanned,vehicle_breakdown,Magadi Road,Unknown,bmtc_bus,2024-03-23 21:53:39.480000+00:00,21,5,Saturday,3,March,1,High,1,0,,,,unmapped,Kamakshipalya,0,0,0,1,,,,"3rd Cross Road, Devaraju Urs Colony, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)"
FKID002752,active,True,12.9995313,77.6196174,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 06:06:09.319000+00:00,6,3,Thursday,3,March,1,Low,0,0,,,,unmapped,Pulikeshinagar(F.Town),0,0,0,1,,,,"Lazar Road, Government Police Quarters, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
FKID002753,closed,True,13.0000641,77.6861318,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-07 06:05:12.482000+00:00,6,3,Thursday,3,March,1,Low,0,0,2024-03-09 23:03:48.992792+00:00,3898.6085132,Slow,unmapped,Mahadevapura,0,0,0,1,,,,"Whitefield Road, Indian Oil Campus, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)"
FKID002754,closed,True,12.8995441,77.6077643,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 06:02:56.975000+00:00,6,3,Thursday,3,March,1,Low,0,0,2024-03-18 20:38:13.171106+00:00,16715.2699351,Slow,unmapped,Mico Layout,0,0,0,1,,,,"Someshwara Temple Road, Anjana Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)"
FKID002755,active,True,12.9875699,77.5890107,unplanned,tree_fall,Bellary Road 1,Unknown,N/A,2024-03-07 06:05:11.846000+00:00,6,3,Thursday,3,March,1,High,1,1,,,,unmapped,High ground,0,0,0,1,,,,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID002756,active,True,12.9051801,77.6018034,unplanned,water_logging,Bannerghata Road,Unknown,N/A,2024-03-07 06:06:26.681000+00:00,6,3,Thursday,3,March,1,High,1,0,,,,unmapped,J.P. Nagar,0,0,0,1,,,,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)"
FKID002757,active,True,12.9276,77.6214467,unplanned,pot_holes,IRR(Thanisandra road),Unknown,N/A,2024-03-23 22:37:02.069000+00:00,22,5,Saturday,3,March,0,High,1,0,,,,unmapped,Adugodi,0,0,0,1,,,,"1st Cross Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
FKID002758,closed,True,13.0979853,77.5669184,unplanned,others,Non-corridor,Unknown,N/A,2024-03-23 22:13:01.109000+00:00,22,5,Saturday,3,March,0,Low,0,0,2024-03-24 19:44:30.442707+00:00,1291.4888951166665,Medium,unmapped,Yelahanka,0,0,0,1,,,,"Atturu Main Road, Escorts Layout, Attur Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
FKID002759,closed,True,12.9238584,77.5532339,unplanned,tree_fall,ORR West 1,Unknown,N/A,2024-03-07 06:06:27.625000+00:00,6,3,Thursday,3,March,1,High,1,0,2024-03-07 07:13:24.864752+00:00,66.95399586666666,Fast,unmapped,Banashankari,0,0,0,1,,,,"1st Cross Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
FKID002760,closed,True,12.9641312,77.6261077,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 06:10:04.003000+00:00,6,3,Thursday,3,March,1,Low,0,1,2024-03-08 00:45:00.003427+00:00,1114.93334045,Medium,unmapped,Halasur,0,0,0,1,,,,"Old Airport Road, Golden Jubilee Complex, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
FKID002761,active,True,13.0898413,77.6354607,unplanned,others,Hennur Main Road,Unknown,N/A,2024-03-23 22:54:17.521000+00:00,22,5,Saturday,3,March,0,High,1,0,,,,unmapped,Hennuru,0,0,0,1,,,,"Thanisandra Main Road, Orchid Salisbury, Thirumenahalli North Taluka, Bengaluru, Karnataka. Pin-560064 (India)"
FKID002762,active,True,13.0699598,77.6206606,unplanned,construction,Non-corridor,Unknown,N/A,2024-03-23 23:44:02+00:00,23,5,Saturday,3,March,0,Low,0,1,,,,unmapped,Hennuru,0,0,0,1,,,,"Railway Parallel Road, Arkavathy Layout 8th Block, Srirampura, Bengaluru, Karnataka. Pin-560064 (India)"
FKID002763,active,True,12.9274671,77.6213898,unplanned,pot_holes,IRR(Thanisandra road),Unknown,N/A,2024-03-23 23:34:23.825000+00:00,23,5,Saturday,3,March,0,High,1,0,,,,unmapped,Adugodi,0,0,0,1,,,,"1st Cross Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
FKID002764,active,True,12.91173702,77.5521259,unplanned,others,Non-corridor,Unknown,N/A,2024-03-24 00:07:39.507000+00:00,0,6,Sunday,3,March,0,Low,0,0,,,,unmapped,K.S. Layout,0,0,0,1,,,,"Chikkallasandra Main Road, Brigade Nanda Heights, Sarvabhouma Nagar, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)"
FKID002765,closed,True,12.9957307,77.5506997,unplanned,vehicle_breakdown,West of Chord Road,Unknown,others,2024-03-23 23:22:10.356000+00:00,23,5,Saturday,3,March,0,High,1,0,2024-03-24 00:34:49.567186+00:00,72.65351976666668,Fast,unmapped,Vijayanagara,0,0,0,1,,,,"Chord Road, Basava Mantapa Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
FKID002766,closed,True,12.9969965,77.595942,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 06:09:05.242000+00:00,6,3,Thursday,3,March,1,Low,0,0,2024-04-03 07:01:40.494693+00:00,38932.58754488333,Slow,unmapped,R.T. Nagar,0,0,0,1,,,,"Jayamahal Main Road, Joynagar, Jayamahal, Bengaluru, Karnataka. Pin-560006 (India)"
